#                                                                     
# $$\                                                                 
# $$ |                                                                
# $$ |     $$\   $$\ $$$$$$\$$$$\   $$$$$$\  $$$$$$$\                 
# $$ |     $$ |  $$ |$$  _$$  _$$\ $$  __$$\ $$  __$$\                
# $$ |     $$ |  $$ |$$ / $$ / $$ |$$$$$$$$ |$$ |  $$ |               
# $$ |     $$ |  $$ |$$ | $$ | $$ |$$   ____|$$ |  $$ |               
# $$$$$$$$\\$$$$$$  |$$ | $$ | $$ |\$$$$$$$\ $$ |  $$ |               
# \________|\______/ \__| \__| \__| \_______|\__|  \__|               
#                                                                     
#                   Fork Lumen 2.1.0                                  
#                  Branch is bug-fixes                                
#        MPI+OpenMP+SLK+SLEPC+HDF5_MPI_IO Build                       
#               http://www.lumen-code.org                             
#
# Absorption @ Q(1):   1.00000000      0.00000000      0.00000000    [q->0 direction]
#
# [ X ] Hartree size                              :  1
# [GEN] GF Energies                               : Perdew, Burke & Ernzerhof(X)+Perdew, Burke & Ernzerhof(C)
# [GEN] Green`s Function                          : T-ordered
#
# [GEN] Gauge                                     : Length
# [GEN] [r,Vnl] included                          : yes
#
#    E[1] [eV]          Im(eps)            Re(eps)            Im(eps_o)          Re(eps_o)
#
        5.000000           1.932508           2.830191           1.932508           2.830192
        5.037593           2.137721           2.835994           2.137721           2.835993
        5.075188           2.343530           2.791398           2.343529           2.791399
        5.112782           2.542914           2.711504           2.542914           2.711504
        5.150376           2.744136           2.593611           2.744136           2.593611
        5.187970           2.928812           2.415997           2.928811           2.415997
        5.225564           3.059702           2.198626           3.059701           2.198627
        5.263157           3.141075           1.977902           3.141076           1.977902
        5.300752           3.199932           1.758571           3.199932           1.758571
        5.338346           3.225254           1.514958           3.225254           1.514958
        5.375940           3.183769           1.287299           3.183769           1.287299
        5.413534           3.131774           1.114543           3.131774           1.114542
        5.451128           3.113066           0.948073           3.113066           0.948071
        5.488721           3.107829           0.733583           3.107829           0.733583
        5.526316           3.046939           0.436838           3.046938           0.436839
        5.563910           2.829288           0.129890           2.829288           0.129889
        5.601503           2.493967          -0.046321           2.493967          -0.046321
        5.639097           2.162636          -0.069737           2.162636          -0.069737
        5.676692           1.900903           0.008829           1.900903           0.008829
        5.714285           1.732653           0.131652           1.732653           0.131652
        5.751880           1.645825           0.246273           1.645825           0.246274
        5.789474           1.614879           0.322009           1.614879           0.322008
        5.827067           1.594517           0.336023           1.594517           0.336023
        5.864661           1.532748           0.323724           1.532748           0.323724
        5.902255           1.445763           0.332647           1.445763           0.332647
        5.939849           1.353892           0.362829           1.353892           0.362829
        5.977444           1.263662           0.427730           1.263662           0.427730
        6.015037           1.213263           0.525856           1.213263           0.525856
        6.052631           1.214638           0.612966           1.214638           0.612966
        6.090225           1.230878           0.669769           1.230878           0.669768
        6.127820           1.254106           0.725800           1.254106           0.725800
        6.165413           1.316812           0.770696           1.316812           0.770697
        6.203007           1.409427           0.760627           1.409427           0.760627
        6.240601           1.486159           0.677272           1.486159           0.677272
        6.278195           1.495736           0.541854           1.495736           0.541854
        6.315789           1.412111           0.412974           1.412111           0.412974
        6.353383           1.267708           0.356856           1.267708           0.356856
        6.390977           1.132412           0.383654           1.132412           0.383654
        6.428571           1.045951           0.453793           1.045951           0.453793
        6.466165           1.006613           0.530245           1.006613           0.530245
        6.503759           1.004868           0.594587           1.004868           0.594586
        6.541353           1.024645           0.626455           1.024645           0.626455
        6.578947           1.031053           0.633145           1.031053           0.633145
        6.616541           1.030868           0.645412           1.030868           0.645412
        6.654135           1.043567           0.652558           1.043567           0.652558
        6.691729           1.062177           0.638730           1.062177           0.638730
        6.729323           1.064188           0.596910           1.064188           0.596910
        6.766917           1.028337           0.556365           1.028337           0.556365
        6.804511           0.980249           0.543104           0.980249           0.543104
        6.842104           0.943492           0.543817           0.943491           0.543817
        6.879699           0.915013           0.535808           0.915013           0.535808
        6.917293           0.867515           0.518765           0.867515           0.518765
        6.954887           0.799072           0.526159           0.799072           0.526159
        6.992481           0.744400           0.565739           0.744400           0.565739
        7.030074           0.720352           0.608733           0.720352           0.608733
        7.067669           0.707606           0.630965           0.707606           0.630965
        7.105263           0.679569           0.643944           0.679569           0.643944
        7.142857           0.642756           0.672444           0.642756           0.672444
        7.180451           0.617765           0.713139           0.617765           0.713139
        7.218045           0.602279           0.751888           0.602279           0.751888
        7.255639           0.589502           0.792531           0.589502           0.792531
        7.293232           0.585977           0.838726           0.585977           0.838726
        7.330826           0.599092           0.883350           0.599092           0.883350
        7.368421           0.627509           0.912382           0.627509           0.912382
        7.406014           0.654199           0.915066           0.654199           0.915066
        7.443608           0.656037           0.904007           0.656037           0.904007
        7.481203           0.636059           0.907430           0.636059           0.907430
        7.518797           0.615860           0.931642           0.615860           0.931642
        7.556391           0.607391           0.969767           0.607391           0.969767
        7.593984           0.616124           1.010505           0.616123           1.010505
        7.631578           0.638454           1.045900           0.638454           1.045900
        7.669173           0.673261           1.069598           0.673261           1.069598
        7.706767           0.708409           1.073091           0.708409           1.073091
        7.744360           0.731804           1.067980           0.731804           1.067980
        7.781955           0.751306           1.059646           0.751306           1.059646
        7.819549           0.758821           1.040801           0.758821           1.040801
        7.857142           0.741363           1.031885           0.741363           1.031885
        7.894736           0.721705           1.055004           0.721705           1.055004
        7.932330           0.729296           1.098019           0.729296           1.098019
        7.969924           0.769893           1.132024           0.769893           1.132024
        8.007519           0.824369           1.134779           0.824369           1.134779
        8.045113           0.862992           1.113520           0.862992           1.113520
        8.082706           0.887473           1.093632           0.887473           1.093632
        8.120299           0.911701           1.071607           0.911701           1.071607
        8.157894           0.928795           1.043236           0.928795           1.043236
        8.195488           0.937569           1.017487           0.937569           1.017487
        8.233082           0.950616           0.994293           0.950616           0.994293
        8.270677           0.963078           0.954294           0.963078           0.954294
        8.308270           0.946158           0.909244           0.946158           0.909243
        8.345864           0.917072           0.896391           0.917072           0.896391
        8.383458           0.917702           0.897860           0.917702           0.897860
        8.421052           0.933438           0.869549           0.933438           0.869549
        8.458646           0.921312           0.821366           0.921312           0.821366
        8.496240           0.884412           0.789105           0.884412           0.789105
        8.533834           0.846130           0.778225           0.846129           0.778225
        8.571428           0.818507           0.779399           0.818507           0.779399
        8.609021           0.805432           0.777450           0.805432           0.777450
        8.646616           0.789225           0.758321           0.789225           0.758321
        8.684210           0.751286           0.740755           0.751286           0.740755
        8.721804           0.704716           0.742949           0.704716           0.742949
        8.759398           0.663842           0.764355           0.663842           0.764355
        8.796992           0.641782           0.798426           0.641782           0.798426
        8.834586           0.642607           0.823849           0.642607           0.823849
        8.872180           0.644321           0.825720           0.644321           0.825720
        8.909773           0.624413           0.822785           0.624413           0.822785
        8.947368           0.596939           0.838885           0.596939           0.838885
        8.984962           0.581625           0.867075           0.581625           0.867075
        9.022555           0.580381           0.893568           0.580381           0.893568
        9.060150           0.584619           0.909291           0.584619           0.909291
        9.097744           0.581902           0.918989           0.581902           0.918989
        9.135338           0.574600           0.935877           0.574600           0.935877
        9.172933           0.575369           0.958641           0.575369           0.958641
        9.210526           0.583941           0.976339           0.583941           0.976339
        9.248120           0.591227           0.988330           0.591227           0.988330
        9.285713           0.597329           1.002335           0.597329           1.002335
        9.323307           0.608913           1.016751           0.608913           1.016750
        9.360902           0.623988           1.025795           0.623989           1.025795
        9.398496           0.638328           1.031121           0.638328           1.031121
        9.436090           0.653768           1.035002           0.653768           1.035002
        9.473684           0.672944           1.034983           0.672944           1.034983
        9.511277           0.694296           1.024433           0.694296           1.024433
        9.548872           0.707400           1.000582           0.707400           1.000582
        9.586466           0.702278           0.971292           0.702278           0.971291
        9.624060           0.677222           0.952643           0.677222           0.952643
        9.661654           0.647890           0.956595           0.647890           0.956595
        9.699247           0.630832           0.974776           0.630832           0.974775
        9.736841           0.625194           0.993655           0.625194           0.993655
        9.774436           0.624741           1.011663           0.624741           1.011663
        9.812029           0.629458           1.030277           0.629458           1.030277
        9.849624           0.642097           1.048234           0.642097           1.048234
        9.887218           0.662616           1.059449           0.662616           1.059449
        9.924811           0.686985           1.062077           0.686985           1.062077
        9.962406           0.714604           1.049971           0.714604           1.049971
        9.999999           0.726053           1.017345           0.726053           1.017345
        10.03759           0.706851           0.991262           0.706851           0.991262
        10.07519           0.680370           0.991898           0.680370           0.991898
        10.11278           0.666125           1.008207           0.666125           1.008207
        10.15038           0.665835           1.027911           0.665835           1.027911
        10.18797           0.677697           1.041974           0.677697           1.041973
        10.22556           0.691630           1.043625           0.691630           1.043625
        10.26316           0.697594           1.039964           0.697594           1.039964
        10.30075           0.698031           1.038930           0.698031           1.038930
        10.33835           0.695493           1.042059           0.695494           1.042059
        10.37594           0.692105           1.053498           0.692105           1.053498
        10.41353           0.697480           1.075680           0.697480           1.075680
        10.45113           0.722738           1.098166           0.722738           1.098166
        10.48872           0.763068           1.101547           0.763068           1.101547
        10.52631           0.796891           1.081723           0.796891           1.081723
        10.56391           0.814403           1.053291           0.814403           1.053291
        10.60150           0.818068           1.024937           0.818068           1.024937
        10.63910           0.809841           1.002030           0.809841           1.002030
        10.67669           0.792810           0.990349           0.792810           0.990349
        10.71428           0.776329           0.996307           0.776329           0.996307
        10.75188           0.774964           1.013392           0.774964           1.013392
        10.78947           0.789361           1.026011           0.789361           1.026011
        10.82707           0.808698           1.027784           0.808698           1.027784
        10.86466           0.826515           1.023618           0.826515           1.023618
        10.90225           0.843023           1.016424           0.843023           1.016424
        10.93985           0.860290           1.010545           0.860290           1.010545
        10.97744           0.888277           1.000128           0.888277           1.000128
        11.01504           0.918829           0.969203           0.918829           0.969203
        11.05263           0.933737           0.920027           0.933737           0.920027
        11.09022           0.920920           0.864187           0.920920           0.864187
        11.12782           0.877727           0.828321           0.877727           0.828321
        11.16541           0.834267           0.829600           0.834267           0.829600
        11.20301           0.815172           0.848706           0.815172           0.848705
        11.24060           0.818865           0.864503           0.818865           0.864503
        11.27819           0.836948           0.863706           0.836948           0.863706
        11.31579           0.849909           0.838309           0.849909           0.838309
        11.35338           0.835881           0.806024           0.835881           0.806024
        11.39098           0.805890           0.795170           0.805890           0.795170
        11.42857           0.787109           0.803390           0.787108           0.803390
        11.46616           0.784462           0.809088           0.784462           0.809088
        11.50376           0.783773           0.803163           0.783773           0.803163
        11.54135           0.774134           0.791828           0.774134           0.791828
        11.57895           0.753925           0.785462           0.753925           0.785462
        11.61654           0.729178           0.792846           0.729178           0.792846
        11.65413           0.713042           0.815579           0.713042           0.815579
        11.69173           0.714204           0.841614           0.714204           0.841614
        11.72932           0.726120           0.860281           0.726120           0.860281
        11.76692           0.742396           0.873645           0.742396           0.873645
        11.80451           0.765681           0.881362           0.765681           0.881362
        11.84210           0.792374           0.877324           0.792374           0.877324
        11.87970           0.815668           0.862012           0.815668           0.862012
        11.91729           0.829289           0.838391           0.829289           0.838391
        11.95489           0.831077           0.816583           0.831077           0.816583
        11.99248           0.828751           0.802854           0.828751           0.802854
        12.03007           0.831139           0.795165           0.831139           0.795165
        12.06767           0.842048           0.784401           0.842048           0.784401
        12.10526           0.854800           0.761660           0.854800           0.761660
        12.14286           0.857546           0.728710           0.857546           0.728710
        12.18045           0.846892           0.695838           0.846892           0.695838
        12.21804           0.826646           0.668388           0.826646           0.668388
        12.25564           0.799469           0.650268           0.799469           0.650268
        12.29323           0.773395           0.643424           0.773395           0.643424
        12.33083           0.752524           0.640211           0.752524           0.640211
        12.36842           0.730140           0.638385           0.730140           0.638386
        12.40601           0.707267           0.646839           0.707267           0.646839
        12.44361           0.696780           0.664488           0.696780           0.664488
        12.48120           0.702821           0.677001           0.702821           0.677001
        12.51880           0.715303           0.672367           0.715303           0.672367
        12.55639           0.716847           0.651430           0.716847           0.651430
        12.59398           0.697984           0.630587           0.697984           0.630587
        12.63158           0.667867           0.625262           0.667867           0.625262
        12.66917           0.639517           0.636169           0.639517           0.636169
        12.70677           0.620322           0.660071           0.620322           0.660071
        12.74436           0.618460           0.690713           0.618460           0.690713
        12.78195           0.634989           0.713688           0.634989           0.713688
        12.81955           0.657829           0.721904           0.657829           0.721904
        12.85714           0.681396           0.720246           0.681396           0.720246
        12.89474           0.706749           0.705320           0.706749           0.705320
        12.93233           0.720467           0.672509           0.720467           0.672509
        12.96992           0.710770           0.638251           0.710770           0.638251
        13.00752           0.687700           0.618484           0.687700           0.618484
        13.04511           0.665451           0.613320           0.665451           0.613320
        13.08271           0.649976           0.613964           0.649976           0.613964
        13.12030           0.636961           0.615589           0.636961           0.615589
        13.15789           0.626035           0.622153           0.626035           0.622153
        13.19549           0.624103           0.631015           0.624103           0.631015
        13.23308           0.629118           0.633038           0.629118           0.633038
        13.27067           0.633126           0.626386           0.633126           0.626386
        13.30827           0.629235           0.616063           0.629235           0.616063
